ecol_01wt,sent
PLFEKH_18370,NP_459155.1
PLFEKH_18375,NP_459152.1
PLFEKH_18380,NP_459151.1
PLFEKH_18385,NP_459150.1
PLFEKH_18390,NP_459149.1
PLFEKH_18395,NP_459148.1
PLFEKH_18405,NP_459146.1
PLFEKH_18415,NP_459145.1
PLFEKH_18420,NP_459144.1
PLFEKH_18440,NP_459142.1
PLFEKH_18450,NP_459141.1
PLFEKH_18460,NP_459139.1
PLFEKH_18465,NP_459138.1
PLFEKH_18475,NP_459137.1
PLFEKH_18480,NP_459136.1
PLFEKH_18485,NP_459135.1
PLFEKH_18490,NP_459134.1
PLFEKH_18495,NP_459133.1
PLFEKH_18500,NP_459132.1
PLFEKH_18505,NP_459131.1
PLFEKH_18510,NP_459130.1
PLFEKH_18515,NP_459129.1
PLFEKH_18520,NP_459128.1
PLFEKH_18525,NP_459127.1
PLFEKH_18530,NP_459126.1
PLFEKH_18535,NP_459125.1
PLFEKH_18540,NP_459124.1
PLFEKH_18545,NP_459123.1
PLFEKH_18555,NP_459122.1
PLFEKH_18560,NP_459121.1
PLFEKH_18565,NP_459120.1
PLFEKH_18570,NP_459119.1
PLFEKH_18575,NP_459118.1
PLFEKH_18585,NP_459116.1
PLFEKH_18590,NP_459115.1
PLFEKH_18610,NP_459114.1
PLFEKH_18615,NP_459113.1
PLFEKH_18620,NP_459112.1
PLFEKH_18625,NP_459111.1
PLFEKH_18630,NP_459110.1
PLFEKH_18645,NP_459108.1
PLFEKH_18650,NP_459107.1
PLFEKH_18665,NP_459106.1
PLFEKH_18670,NP_459102.1
PLFEKH_18675,NP_459101.1
PLFEKH_18680,NP_459100.1
PLFEKH_18695,NP_459099.1
PLFEKH_18700,NP_459098.1
PLFEKH_18705,NP_459097.1
PLFEKH_18710,NP_459096.1
PLFEKH_18715,NP_459095.1
PLFEKH_18720,NP_459094.1
PLFEKH_18725,NP_459093.1
PLFEKH_18730,NP_459092.1
PLFEKH_18735,NP_459091.1
PLFEKH_18740,NP_459090.1
PLFEKH_18750,NP_459083.1
PLFEKH_18755,NP_459082.1
PLFEKH_18760,NP_459081.1
PLFEKH_18765,NP_459080.1
PLFEKH_18775,NP_459078.1
PLFEKH_18785,NP_459076.1
PLFEKH_18800,NP_459073.1
PLFEKH_18805,NP_459072.1
PLFEKH_18810,NP_459071.1
PLFEKH_18820,NP_459069.1
PLFEKH_18825,NP_459056.1
PLFEKH_18830,NP_459054.1
PLFEKH_18835,NP_459053.1
PLFEKH_18840,NP_459052.1
PLFEKH_18845,NP_459051.1
PLFEKH_18850,NP_459050.1
PLFEKH_18855,NP_459048.1
PLFEKH_18870,NP_459045.1
PLFEKH_18875,NP_459044.1
PLFEKH_18900,NP_459018.1
PLFEKH_18910,NP_459017.1
PLFEKH_18915,NP_459016.1
PLFEKH_18920,NP_459015.1
PLFEKH_18925,NP_459014.1
PLFEKH_18930,NP_459013.1
PLFEKH_18935,NP_459012.1
PLFEKH_18940,NP_459011.1
PLFEKH_18945,NP_459010.1
PLFEKH_18955,NP_459009.1
PLFEKH_18960,NP_459008.1
PLFEKH_18965,NP_459007.1
PLFEKH_18975,NP_463456.1
PLFEKH_18980,NP_463454.1
PLFEKH_18985,NP_463446.1
PLFEKH_18990,NP_463445.1
PLFEKH_18995,NP_463444.1
PLFEKH_19000,NP_463443.1
PLFEKH_19005,NP_463442.1
PLFEKH_19010,NP_463441.1
PLFEKH_19015,NP_463440.1
PLFEKH_19020,NP_463439.1
PLFEKH_19025,NP_463438.3
PLFEKH_19030,NP_463437.1
PLFEKH_19045,NP_463436.5
PLFEKH_19050,NP_463435.1
PLFEKH_19055,NP_463434.1
PLFEKH_19060,NP_463433.2
PLFEKH_19065,NP_463432.1
PLFEKH_19075,NP_463426.1
PLFEKH_19085,NP_463424.1
PLFEKH_19090,NP_463423.1
PLFEKH_19095,NP_463422.1
PLFEKH_19100,NP_463421.1
PLFEKH_19125,NP_463420.1
PLFEKH_19130,NP_463419.1
PLFEKH_19135,NP_463418.1
PLFEKH_19140,NP_463417.1
PLFEKH_19145,NP_463416.1
PLFEKH_19150,NP_463415.3
PLFEKH_19155,NP_463414.1
PLFEKH_19160,NP_463413.1
PLFEKH_19165,NP_463412.1
PLFEKH_19185,NP_463411.1
PLFEKH_19190,NP_463409.1
PLFEKH_19195,NP_463407.3
PLFEKH_19200,NP_463406.1
PLFEKH_19205,NP_463405.1
PLFEKH_19210,NP_463404.1
PLFEKH_19215,NP_463403.1
PLFEKH_19220,NP_463402.1
PLFEKH_19225,NP_463401.1
PLFEKH_19230,NP_463400.3
PLFEKH_19235,NP_461998.1
PLFEKH_19245,NP_462598.1
PLFEKH_19250,NP_463392.1
PLFEKH_19255,NP_463391.1
PLFEKH_19260,NP_463390.1
PLFEKH_19265,NP_463389.1
PLFEKH_19270,NP_463386.1
PLFEKH_19275,NP_463385.1
PLFEKH_19280,NP_463384.1
PLFEKH_19285,NP_463383.1
PLFEKH_19295,NP_463382.1
PLFEKH_19320,NP_463380.1
PLFEKH_19340,NP_463376.1
PLFEKH_19345,NP_463375.1
PLFEKH_19370,NP_463374.1
PLFEKH_19385,NP_463372.1
PLFEKH_19390,NP_463371.1
PLFEKH_19395,NP_463370.1
PLFEKH_19430,NP_462050.1
PLFEKH_19465,NP_462541.1
PLFEKH_19490,NP_459701.1
PLFEKH_19495,NP_460103.1
PLFEKH_19500,NP_460102.1
PLFEKH_19515,NP_463360.1
PLFEKH_19535,NP_460572.1
PLFEKH_19540,NP_460573.1
PLFEKH_19545,NP_460574.1
PLFEKH_19550,NP_460575.1
PLFEKH_19555,NP_460576.1
PLFEKH_19560,NP_460577.1
PLFEKH_19565,NP_462434.1
PLFEKH_19570,NP_462433.1
PLFEKH_19680,NP_460105.1
PLFEKH_19685,NP_460104.1
PLFEKH_19730,NP_463346.1
PLFEKH_19735,NP_463345.1
PLFEKH_19740,NP_463344.1
PLFEKH_19750,NP_463342.1
PLFEKH_19755,NP_463341.1
PLFEKH_19765,NP_463340.1
PLFEKH_19770,NP_463339.1
PLFEKH_19775,NP_463337.1
PLFEKH_19785,NP_463336.3
PLFEKH_19790,NP_463335.1
PLFEKH_19795,NP_463334.1
PLFEKH_19800,NP_463333.1
PLFEKH_19805,NP_463330.1
PLFEKH_19820,NP_463328.1
PLFEKH_19825,NP_460632.1
PLFEKH_19830,NP_460633.1
PLFEKH_19835,NP_460509.1
PLFEKH_19840,NP_463320.1
PLFEKH_19845,NP_463319.1
PLFEKH_19855,NP_463316.1
PLFEKH_19865,NP_463315.1
PLFEKH_19875,NP_463314.1
PLFEKH_19880,NP_463313.1
PLFEKH_19885,NP_463312.1
PLFEKH_19895,NP_463299.1
PLFEKH_19900,NP_463298.1
PLFEKH_19910,NP_463277.1
PLFEKH_19915,NP_463276.1
PLFEKH_19945,NP_463275.1
PLFEKH_19960,NP_463272.1
PLFEKH_19965,NP_463271.1
PLFEKH_19970,NP_463270.1
PLFEKH_19975,NP_463269.1
PLFEKH_19990,NP_463268.1
PLFEKH_20000,NP_463266.1
PLFEKH_20010,NP_463265.1
PLFEKH_20020,NP_463264.1
PLFEKH_20025,NP_463263.1
PLFEKH_20030,NP_463262.1
PLFEKH_20035,NP_463261.1
PLFEKH_20040,NP_463260.1
PLFEKH_20045,NP_463259.1
PLFEKH_20050,NP_463258.3
PLFEKH_20055,NP_463257.1
PLFEKH_20070,NP_463255.1
PLFEKH_20075,NP_463254.2
PLFEKH_20080,NP_463253.1
PLFEKH_20085,NP_463252.1
PLFEKH_20095,NP_463249.1
PLFEKH_20105,NP_463247.1
PLFEKH_20110,NP_463246.1
PLFEKH_20115,NP_463245.1
PLFEKH_20120,NP_463244.3
PLFEKH_20125,NP_463243.1
PLFEKH_20130,NP_463242.1
PLFEKH_20135,NP_463241.1
PLFEKH_20140,NP_463240.1
PLFEKH_20145,NP_463239.1
PLFEKH_20150,NP_463238.3
PLFEKH_20155,NP_463237.1
PLFEKH_20160,NP_463236.1
PLFEKH_20165,NP_463235.1
PLFEKH_20170,NP_463234.3
PLFEKH_20175,NP_463232.1
PLFEKH_20180,NP_463231.1
PLFEKH_20185,NP_463230.1
PLFEKH_20190,NP_463229.1
PLFEKH_20195,NP_463228.1
PLFEKH_20200,NP_463227.1
PLFEKH_20205,NP_463226.1
PLFEKH_20210,NP_463225.1
PLFEKH_20215,NP_463224.1
PLFEKH_20220,NP_463223.1
PLFEKH_20225,NP_463222.1
PLFEKH_20230,NP_463221.1
PLFEKH_20235,NP_463220.1
PLFEKH_20240,NP_463219.1
PLFEKH_20245,NP_463218.1
PLFEKH_20250,NP_463217.1
PLFEKH_20255,NP_463216.3
PLFEKH_20275,NP_463214.1
PLFEKH_20280,NP_463213.3
PLFEKH_20285,NP_463212.1
PLFEKH_20290,NP_463211.1
PLFEKH_20295,NP_463210.1
PLFEKH_20305,NP_463209.1
PLFEKH_20310,NP_463208.1
PLFEKH_20315,NP_463207.1
PLFEKH_20320,NP_463206.1
PLFEKH_20325,NP_463205.1
PLFEKH_20330,NP_463204.1
PLFEKH_20340,NP_463203.1
PLFEKH_20345,NP_463202.1
PLFEKH_20360,NP_463198.1
PLFEKH_20365,NP_463197.1
PLFEKH_20370,NP_463196.1
PLFEKH_20375,NP_463195.3
PLFEKH_20380,NP_463194.1
PLFEKH_20385,NP_463193.1
PLFEKH_20390,NP_463192.1
PLFEKH_20395,NP_463191.3
PLFEKH_20400,NP_463190.1
PLFEKH_20410,NP_463189.1
PLFEKH_20415,NP_463188.1
PLFEKH_20420,NP_463187.1
PLFEKH_20425,NP_463186.1
PLFEKH_20435,NP_461492.1
PLFEKH_20440,NP_461493.1
PLFEKH_20445,NP_461494.1
PLFEKH_20450,NP_461495.1
PLFEKH_20480,NP_463169.1
PLFEKH_20485,NP_463168.1
PLFEKH_20490,NP_463166.1
PLFEKH_20495,NP_463165.1
PLFEKH_20505,NP_463164.1
PLFEKH_20510,NP_463163.1
PLFEKH_20515,NP_463162.1
PLFEKH_20520,NP_463161.1
PLFEKH_20530,NP_463159.1
PLFEKH_20535,NP_463158.1
PLFEKH_20540,NP_463157.1
PLFEKH_20545,NP_463156.1
PLFEKH_20560,NP_463155.1
PLFEKH_20575,NP_463154.1
PLFEKH_20610,NP_463153.1
PLFEKH_20680,NP_463152.3
PLFEKH_20700,NP_460099.1
PLFEKH_20760,NP_463149.1
PLFEKH_20785,NP_463148.1
PLFEKH_20790,NP_463147.1
PLFEKH_20805,NP_463145.1
PLFEKH_20815,NP_463143.3
PLFEKH_20820,NP_463142.1
PLFEKH_20830,NP_463140.1
PLFEKH_20840,NP_463139.1
PLFEKH_20845,NP_463138.1
PLFEKH_20855,NP_463134.1
PLFEKH_20870,NP_463131.1
PLFEKH_20875,NP_463130.1
PLFEKH_20880,NP_463129.1
PLFEKH_20885,NP_463128.1
PLFEKH_20890,NP_463121.1
PLFEKH_20895,NP_463119.1
PLFEKH_20900,NP_463116.1
PLFEKH_20905,NP_463115.1
PLFEKH_20910,NP_463114.1
PLFEKH_20920,NP_463113.1
PLFEKH_20925,NP_463112.1
PLFEKH_20930,NP_463111.1
PLFEKH_20935,NP_463110.1
PLFEKH_20940,NP_463109.1
PLFEKH_20945,NP_463108.1
PLFEKH_20960,NP_463106.1
PLFEKH_20965,NP_463105.1
PLFEKH_20970,NP_463103.1
PLFEKH_20975,NP_463102.1
PLFEKH_20980,NP_463101.1
PLFEKH_20985,NP_463100.1
PLFEKH_20990,NP_463099.1
PLFEKH_20995,NP_463098.1
PLFEKH_21015,NP_463097.1
PLFEKH_21030,NP_463095.1
PLFEKH_21040,NP_463094.3
PLFEKH_21050,NP_463093.1
PLFEKH_21060,NP_463279.1
PLFEKH_21065,NP_463091.1
PLFEKH_21085,NP_463087.3
PLFEKH_21100,NP_463086.1
PLFEKH_21105,NP_463085.1
PLFEKH_21110,NP_463059.1
PLFEKH_21115,NP_463058.1
PLFEKH_21120,NP_463055.1
PLFEKH_21125,NP_463054.1
PLFEKH_21130,NP_463053.3
PLFEKH_21135,NP_463052.1
PLFEKH_21145,NP_463050.1
PLFEKH_21155,NP_463049.1
PLFEKH_21160,NP_463048.1
PLFEKH_21165,NP_463047.1
PLFEKH_21170,NP_463046.1
PLFEKH_21205,NP_463045.1
PLFEKH_21210,NP_463044.1
PLFEKH_21220,NP_463042.1
PLFEKH_21230,NP_463041.1
PLFEKH_21235,NP_463040.1
PLFEKH_21240,NP_463039.1
PLFEKH_21245,NP_463038.1
PLFEKH_21250,NP_463037.1
PLFEKH_21255,NP_463036.2
PLFEKH_21260,NP_463035.1
PLFEKH_21265,NP_463034.1
PLFEKH_21270,NP_463033.1
PLFEKH_21275,NP_463032.1
PLFEKH_21280,NP_463031.1
PLFEKH_21285,NP_463030.1
PLFEKH_21290,NP_463029.1
PLFEKH_21295,NP_463028.1
PLFEKH_21310,NP_463023.1
PLFEKH_21315,NP_463022.1
PLFEKH_21325,NP_463021.1
PLFEKH_21330,NP_463020.1
PLFEKH_21335,NP_463019.1
PLFEKH_21340,NP_463018.1
PLFEKH_21345,NP_463017.1
PLFEKH_21350,NP_463016.1
PLFEKH_21380,NP_463013.1
PLFEKH_21385,NP_463012.1
PLFEKH_21390,NP_463011.1
PLFEKH_21420,NP_463010.1
PLFEKH_21425,NP_463009.1
PLFEKH_21430,NP_463008.1
PLFEKH_21435,NP_463007.1
PLFEKH_21440,NP_463006.3
PLFEKH_21445,NP_463005.1
PLFEKH_21450,NP_463004.1
PLFEKH_21460,NP_463003.1
PLFEKH_21465,NP_463002.3
PLFEKH_21470,NP_463001.1
PLFEKH_21485,NP_462999.1
PLFEKH_21500,NP_462996.1
PLFEKH_21505,NP_462995.1
PLFEKH_21510,NP_462994.1
PLFEKH_21520,NP_462992.1
PLFEKH_21535,NP_462989.1
PLFEKH_21540,NP_462988.1
PLFEKH_21550,NP_462987.1
PLFEKH_21555,NP_462986.1
PLFEKH_21560,NP_462982.1
PLFEKH_21565,NP_462981.1
PLFEKH_21570,NP_462980.1
PLFEKH_21585,NP_462977.1
PLFEKH_21590,NP_462976.1
PLFEKH_21595,NP_462975.1
PLFEKH_21600,NP_462974.1
PLFEKH_21605,NP_462973.1
PLFEKH_21610,NP_462972.1
PLFEKH_21615,NP_462971.1
PLFEKH_21620,NP_462970.1
PLFEKH_21625,NP_462969.1
PLFEKH_21630,NP_462968.1
PLFEKH_21635,NP_462967.1
PLFEKH_21645,NP_462965.1
PLFEKH_21660,NP_462964.1
PLFEKH_21665,NP_462963.1
PLFEKH_21670,NP_462962.1
PLFEKH_21675,NP_462945.1
PLFEKH_21680,NP_462944.1
PLFEKH_21690,NP_462943.1
PLFEKH_21695,NP_462942.1
PLFEKH_21700,NP_462941.1
PLFEKH_21705,NP_462940.1
PLFEKH_21710,NP_462939.1
PLFEKH_21720,NP_462937.3
PLFEKH_21725,NP_459166.1
PLFEKH_21730,NP_462936.1
PLFEKH_21735,NP_462931.1
PLFEKH_21740,NP_462930.1
PLFEKH_21745,NP_462929.1
PLFEKH_21750,NP_462928.1
PLFEKH_21755,NP_462927.1
PLFEKH_21780,NP_462926.1
PLFEKH_21785,NP_462924.1
PLFEKH_21790,NP_462683.1
PLFEKH_21810,NP_462920.3
PLFEKH_21815,NP_462918.1
PLFEKH_21825,NP_462916.1
PLFEKH_21830,NP_462915.1
PLFEKH_21835,NP_462914.1
PLFEKH_21855,NP_462909.1
PLFEKH_21860,NP_462908.1
PLFEKH_21865,NP_462907.1
PLFEKH_21870,NP_462906.1
PLFEKH_21875,NP_462905.1
PLFEKH_21880,NP_462904.3
PLFEKH_21885,NP_462903.1
PLFEKH_21890,NP_462902.1
PLFEKH_21895,NP_462901.1
PLFEKH_21905,NP_462899.1
PLFEKH_21910,NP_462898.1
PLFEKH_21920,NP_462896.1
PLFEKH_21935,NP_459425.1
PLFEKH_21945,NP_462889.1
PLFEKH_21960,NP_462886.1
PLFEKH_21965,NP_462885.1
PLFEKH_21980,NP_462884.1
PLFEKH_21985,NP_462883.1
PLFEKH_22000,NP_462881.1
PLFEKH_22010,NP_462879.1
PLFEKH_22020,NP_462878.1
PLFEKH_22030,NP_462877.1
PLFEKH_22035,NP_462876.1
PLFEKH_22040,NP_462875.1
PLFEKH_22045,NP_462874.1
PLFEKH_22050,NP_462873.1
PLFEKH_22085,NP_462872.1
PLFEKH_22095,NP_462870.1
PLFEKH_22100,NP_462869.1
PLFEKH_22105,NP_462868.1
PLFEKH_22125,NP_462864.1
PLFEKH_22130,NP_462863.1
PLFEKH_22135,NP_462862.1
PLFEKH_22140,NP_462861.3
PLFEKH_22145,NP_462860.1
PLFEKH_22150,NP_462859.1
PLFEKH_22155,NP_462858.1
PLFEKH_22160,NP_462857.1
PLFEKH_22170,NP_462856.1
PLFEKH_22175,NP_462855.1
PLFEKH_22180,NP_462854.1
PLFEKH_22185,NP_462853.1
PLFEKH_22190,NP_462852.1
PLFEKH_22195,NP_462850.1
PLFEKH_22200,NP_462849.1
PLFEKH_22205,NP_462848.1
PLFEKH_22210,NP_462847.1
PLFEKH_22215,NP_462846.1
PLFEKH_22220,NP_462845.1
PLFEKH_22225,NP_462844.1
PLFEKH_22230,NP_462843.1
PLFEKH_22235,NP_462842.1
PLFEKH_22240,NP_462841.3
PLFEKH_22245,NP_462840.1
PLFEKH_22250,NP_462839.1
PLFEKH_22255,NP_462838.1
PLFEKH_22260,NP_462837.1
PLFEKH_22270,NP_462836.1
PLFEKH_22275,NP_462835.1
PLFEKH_22280,NP_462834.1
PLFEKH_22285,NP_462833.1
PLFEKH_22290,NP_462832.3
PLFEKH_22295,NP_462831.1
PLFEKH_22300,NP_462829.1
PLFEKH_22305,NP_462825.1
PLFEKH_22310,NP_462824.1
PLFEKH_22315,NP_462823.1
PLFEKH_22320,NP_462822.1
PLFEKH_22325,NP_462821.1
PLFEKH_22345,NP_462851.1
PLFEKH_22370,NP_462820.1
PLFEKH_22375,NP_462819.1
PLFEKH_22380,NP_462818.1
PLFEKH_22385,NP_462817.1
PLFEKH_22390,NP_462816.1
PLFEKH_22395,NP_462815.1
PLFEKH_22400,NP_462814.3
PLFEKH_22410,NP_462812.1
PLFEKH_22415,NP_462811.1
PLFEKH_22420,NP_462810.1
PLFEKH_22425,NP_462809.1
PLFEKH_22430,NP_462808.1
PLFEKH_22440,NP_462807.1
PLFEKH_22445,NP_462806.1
PLFEKH_22450,NP_462805.1
PLFEKH_22455,NP_462804.1
PLFEKH_22460,NP_462803.1
PLFEKH_22470,NP_462801.1
PLFEKH_22475,NP_462800.1
PLFEKH_22480,NP_462799.1
PLFEKH_22485,NP_462796.1
PLFEKH_22490,NP_462795.1
PLFEKH_22495,NP_462794.1
PLFEKH_22500,NP_462793.3
PLFEKH_22525,NP_462790.1
PLFEKH_22530,NP_462789.1
PLFEKH_22535,NP_462788.3
PLFEKH_22575,NP_462787.1
PLFEKH_22580,NP_462786.1
PLFEKH_22585,NP_462785.1
PLFEKH_22590,NP_462784.1
PLFEKH_22610,NP_462780.1
PLFEKH_22615,NP_462779.1
PLFEKH_22620,NP_462778.1
PLFEKH_22625,NP_462777.3
PLFEKH_22630,NP_462776.1
PLFEKH_22635,NP_462775.1
PLFEKH_22640,NP_462774.1
PLFEKH_22645,NP_462773.1
PLFEKH_22650,NP_462772.3
PLFEKH_22655,NP_462771.1
PLFEKH_22660,NP_462770.1
PLFEKH_22665,NP_462769.1
PLFEKH_22670,NP_462768.1
PLFEKH_22675,NP_462767.1
PLFEKH_22680,NP_462766.1
PLFEKH_22685,NP_462765.1
PLFEKH_22690,NP_462764.1
PLFEKH_22695,NP_462763.1
PLFEKH_22705,NP_462761.1
PLFEKH_22710,NP_462760.1
PLFEKH_22715,NP_462756.1
PLFEKH_22720,NP_462755.1
PLFEKH_22725,NP_462754.1
PLFEKH_22730,NP_462753.1
PLFEKH_22735,NP_462752.1
PLFEKH_22790,NP_462751.1
PLFEKH_22800,NP_462749.3
PLFEKH_22805,NP_462748.1
PLFEKH_22810,NP_462747.1
PLFEKH_22815,NP_462746.1
PLFEKH_22850,NP_462743.1
PLFEKH_22855,NP_462742.1
PLFEKH_22860,NP_462740.1
PLFEKH_22865,NP_462739.1
